UPC,Winery,Wine,Varietal,Region,Year,Price,Quantity,Rating,URL,Notes,Size
786934767980,Malivoire,,Rosé,Canada - Niagara,2002,$15.00 (CDN),,,,"One of our co-cover bottles this month, Malivoire's Rosé is unusual because it combines white (Chardonnay) and red (Gamay and Cabernet Franc) grapes. Each variety was vinified separately before blending. Owner Martin Malivoire recommends this wine be served chilled with Mediterranean-style food prepared with oil, garlic and olives, with bouillabaisse or tapas. It's also great with traditional pizza.  Pale Day-Glo pink colour with aromas of strawberry, cherry, golden rod and citrus. Dry, fruity with a touch of spritz and acid for freshness. Medium-bodied and medium finish. (David Churchill, March 2003)  Food match: cucumber and goat cheese sandwiches on focaccia bread.  (Source:  Vintages, May 2003).",750ml
787105971236,william cole,cuvee claire,Cabernet Sauvignon,Napa,1997,125,,,,,
787263310212,Anton Bauer,Rosenberg,Gruner Veltliner,Austria,2004,,,,,,750ml
787263310250,Anton Bauer,Grüner Veltliner Qualitätswein Trocken Donauland Ried Gmörk,Grüner Veltliner,Austria,2002,8,,,,,750ml
787851111016,Westport Rivers Winery,,Sparkling Wine,United States,,,,,,,750ml
788720123147,Milburn Park,Cabernet Sauvignon,Cabernet Sauvignon,Australia - South East Australia - Murray Darling,2001,$12.95 (CDN),,,www.milburnpark.com.au,"I think the bargain of the release is Milburn Park Cabernet Sauvignon 2001 from Australia ($12.95, No. 431999). This cab is full-bodied, with balanced, well-drawn flavours of currant, cherry and plum and a solid grip. It's straightforward, but solidly made.  (Source:  Globe and Mail, Beppi Crosariol, May 10, 2003).  Good BBQ wine. ",750ml
788720123161,Milburn Park,Chardonnay,Chardonnay,Australia - South East Australia,2001,$11.95 (CDN),,,,,750ml
7891141018572,Aurora,Marcus James,Tannat,Uruguay,2001,,,,www.vinicolaaurora.com.br,Comprado no DonaBella Taubaté,750ml
7891141023941,Aurora,aurora 75,Cabernet Sauvignon Blend,brasil,2002,35,,,www.vinicolaaurora.com.br,"rubi escuro profundo, aroma frutado, mdeira discreta, taninos macios",750ml
7896023081668,Santon,Volpi,Chardonnay,Bento Gonçalves Vale Vinhedos,2001,0,,,www.salton.com.br,Ganhei na cesta de natal Univap,750ml
7896756800697,Miolo,Fortaleza do Seival,Tempranillo,Brasil,2005,30,,,,,750ml
7897771800204,Piccoli,Casal Piccoli,Moscato,Brasil,2004,"$3,00",,,,,
789788550609,Chateau Billerond,Saint Emilion,,France,1989,8.52,,,,Haskell's,
789806011778,Castellana,,Montepulciano,Italy,2002,4.99,,,,,750ml
7898126290015,Lovara,,Cabernet Sauvignon,Brasil - Bento Gonçalves Vale Vinhedos,2001,"11,56",,,www.lovara.com.br,Comprado Direto da Lovara,750ml
7898126290022,Lovara,,Merlot,Brasil - Bento Gonçalves Vale Vinhedos,2000,"11,56",,,www.lovara.com.br,Comprado Direto da Lovara,750ml
7898126290053,Lovara,,Chardonnay,Brasil - Bento Gonçalves Vale Vinhedos,2000,"11,56",,,www.lovara.com.br,Ganhei do Luiz Antonio Natal,750ml
7898126290664,Lovara,Grande Reserva,Cabernet Sauvignon,Brasil - Bento Gonçalves Vale Vinhedos,1999,"22,58",,,www.lovara.com.br,Comprado Direto da Lovara,750ml
7898249840180,CAVE DE AMADEU,RESERVA AMADEU,TANNAT,RS,2002,35,,,,,
7898266930017,Pizzato,Pizzato,Merlot,Bento Gonçalves,2001,,,,,Comprado no DonaBella Taubaté,750ml
7898266930031,Pizzato,,Merlot,Bento Gonçalves,2002,0,,,www.pizzattovinhasvinhos.com.br,Ganhei na reunião da CAVE do Mário,750ml
7898266930161,Pizzato,FAUSTO,Merlot,Bento Gonçalves,2004,30,,,,"TINTO FINO JOVEM, FRUTADO, TANINOS MACIOS E ENCORPADO.",750ml
7898276970263,Casa Valduga,Casa Valduga Premium,Merlot,Bento Gonçalves Vale Vinhedos,1999,,,,www.casavalduga.com.br,Comprado no DonaBella Taubaté,750ml
7898276970454,Casa Valduga,Persona Luiz,Cabernet Sauvignon,Bento Gonçalves Vale Vinhedos,2002,"49,00",,,www.casavalduga.com.br,Comprado no DonaBella Taubaté,500ml
7898361400057,Larentis,,Chardonnay,Brasil - Bento Gonçalves Vale Vinhedos,2003,0,,,,Ganhei na cesta de natal Univap,750ml
7898866930079,pizzato,Pizzato reserva,Merlot,,2003,35,,,www.pizzato.net,"encorpado, frutado, taninos macios, persistencia.",750ml
7898906238077,DOM LAURINDO ,DOM LAURINDO RESERVA,TANNAT,RS,2004,35,,"8,5",,"VERMELHO RUBI, FRUTAS VERM MADURAS, CARVALHO. VINHO DE GUARDA",
790356206040,Marienberg,Marienberg Cottage Classic Red Blend,Cabernet Sauvignon Blend,Australia,1996,,,,,,750ml
790559003484,Domaine Des Baumard,Quarts De Chaume,Chenin Blanc,Loire,2002,,,,,,375ml
790559003514,Baumard,Carte Turquois,Sparkling Wine,Loire,NV,15.99,,,,,750ml
790559004306,Dog Point Vineyard,Sauvignon Blanc,Sauvignon Blanc,New Zealand,2005,19,,90,,,750ml
790559101005,E. Guigal,Eguigal Cote Rotie Brune et Blonde,,Cotes-du-Rhone,1998,34,,,,,750ml
790559103009,E. Guigal,Cote-Rotie - Brune Et Blonde De Guigal,,Cotes-du-Rhone,,,,,,,1.5l
790559151000,E. Guigal,Crozes-Hermitage,Rhone,Cotes-du-Rhone,1999,,,,,,750ml
790559201002,Guigal,Hermitage,Rhone,Hermitage,1999,39,,WS93,,"WS: A gentle giant of a wine. Subtle and elegant Hermitage, layered with sexy aromas and flavors, from tobacco to green olive, roasted game, mineral and blackberries. Silky mouthfeel, this medium-bodied red is smooth, yet also fresh on the long finish. Tempting on release, but will age for years.",750ml
790559301009,E. Guigal,E. Guigal Chateauneuf Du Pape,,Cotes-du-Rhone,1998,23.99,,,,,750ml
790559301993,E. Guigal,,,Cotes-du-Rhone,1999,42,,,,,750ml
790559401006,E. Guigal,Gigondas,Rhone,Cotes-du-Rhone,1999,1,,,,,750ml
790559501003,E. Guigal,,Rhone,Cotes-du-Rhone,1998,8.99,,,,,
790559601000,E. Guigal,,,Condrieu,2005,45.00,,,,,750ml
790559701007,E. Guigal,Hermitage White,White Wine,Rhone,1999,27.99,,94 WS,,"Grape Tray:  A beauty. Reserved and dignified, this classy white is vibrant with lemon, lime, tropical, peach and apricot complexity, and just enough fancy oak to make it interesting. Medium- to full-bodied, it delivers a long, complex finish, complete with classic Hermitage beeswax character. Still tastes young. Will age for years. Marsanne and Roussanne. 1,670 cases",750ml
790773005752,"Fox Run Vineyards Inc., Penn Yan, NY",Chardonnay,Chardonnay,New York,2003,,,,,,
790773606751,"Fox Run Vineyards Inc., Penn Yan, NY",Fox Run Reserve Chardonnay Finger Lakes,Chardonnay,New York,1997,,,,,"Oldest Vines, Seneca Lake",
790773612370,"Fox Run Vineyards Inc., Penn Yan, NY",Fox Run Merlot Finger Lakes,Merlot,New York,1998,,,,,"12%,",
791066018879,Mt. Eden,Saratoga Cuvee,Cabernet Sauvignon,Santa Cruz Mountains,2004,,,,,,
791066019982,Mt. Eden Vineyards,"Edna Valley, MacGregor Vineyard",Chardonnay,Santa Cruz Mountain,2000,,,,,,
791066123450,Mt. Eden,Santa Cruz Mtn,Cabernet Sauvignon,Santa Cruz Mountains,1999,,,,,,750ml
791066123474,Mt. Eden,Mount Eden Vineyards,Chardonnay,Santa Cruz Mountains,2004,49,,95 RP,,,
791066198809,Mt. Eden,West Slope Chardonnay ,Chardonnay,Edna Valley,2004,20,,92,,excellent lime citrus flavors with a pleasing hint of cream; long and lively in the finish. ,750ml
791202077210,Howell Mountain Vineyards,Patz & Hall,Pinot Noir,South Coast,2007,39.99,,98,www.howellmountain.com,,
791202119989,Howell Mountain Vineyards,Old Vines,Zinfandel,Napa,1999,,,,www.howellmountain.com,,750ml
791468000120,Highfield,Marlborough,Sauvignon Blanc,New Zealand,2002,12.99,,91 WS,,"Grape Tray:  Deliciously aromatic, redolent of quince, passion fruit and ripe pears. Explosive up front and persistent through the finish. 10,500 cases made.",750ml
791468000144,Highfield,,Sauvignon Blanc,New Zealand,2004,16,,,,,750ml
791553000011,,Lvrmr Valley Chardonnay 93,Chardonnay,,,,,,,,750ml
791553000042,,Lvrmr Valley Semillon 94,Semillon,,,,,,,,750ml
791553000295,Livermore Valley Cellars,Cellar Rat Red,Zin/Syrah Blend,Livermore Valley,2003,23,,,,,750ml
791596992168,Castle Creek Winery,Merlot,Merlot,United States,2001,8.00,,,,,750ml
791982193018,,Benicia Cellars 1993 Merlot,Merlot,,,,,,,,750ml
791982193049,,Benicia Cellars Cabernet Sauvignon,Cabernet Sauvignon,,,,,,,,750ml
792148030147,Carpene Malvolti ,Prosecco di Conegliano,Sparkling Wine,Italy,NV,15,,,,,
792148100000,,Siena Chianti Villa Claudia,Chianti,,,,,,,,750ml
792566000241,Temple Bruer Wines Pty Ltd,Cornicopia Grenache,Grenache,Clare Valley,1998,11.99,,,,,750ml
793573417558,Hi.,Hi.,Garnacha,Navarra,2005,22.95,,,,"A medium bodied wine with low acidity, fragrant and rich.  Intense, cherry red color with clear violet hues, this wine can be enjoyed young or aged.",750ml
793589017506,"Turnbull Wine Cellars, Oakville, CA",Turnbull Cabernet Sauvignon,Cabernet Sauvignon Blend,Napa,1998,26.99,,,,Four Vinyards located within Napa's Oagvilles Appellation,
793589027505,"Turnbull Wine Cellars, Oakville, CA",Turnull Merlot,Merlot,Napa,1997,,,,,Gift,750ml
793589037504,"Turnbull Wine Cellars, Oakville, CA",Sangiovese,Sangiovese,Napa,1997,,,,,,750ml
793589047503,"Turnbull Wine Cellars, Oakville, CA",Syrah,Chardonnay,Napa,2002,,,,http://www.mondavi.com/,,750ml
793589057502,"Turnbull Wine Cellars, Oakville, CA",,,Napa,,,,,,,
793589067501,Turnbull,Sauvignon Blanc,Sauvignon Blanc,Napa,2004,16.00,,,,,750ml
793589077500,Turnbull,Old Bull Red,Red Wine,Napa,2003,20,,,,,750ml
7935891017506,"Turnbull Wine Cellars, Oakville, CA",,,Napa,2001,,,,,,750ml
793589117503,Turnbull,Viognier,Viognier,Napa,2004,30.00,,,,,750ml
794450002570,Bodega Catena Zapata,Catena,Cabernet Sauvignon,Argentina,2007,,,,,,
794450008053,Bodega Catena Zapata,Malbec,Malbec,Argentina,2004,$22,,90,,,750ml
794450008084,Catena,Alamos,Malbec,Argentina,2008,,,,,,
794623000096,david frost wines,arnold palmer,Cabernet Sauvignon,South Africa,1999,30,,,,,
794841000052,Viñedos Terranoble,Ville Andino Merlot,Merlot,Chile,2001,11.99,,,http://www.terranoble.cl/productos/va.html,,750ml
794841001233,Terra Noble,Reserva Maule Valley Estate Carmenere,Red Wine,Chile,2000,,,,,,750ml
795303011050,Texas Hills Vineyard,Texas Hill Country Merlot 2001 Estate,Merlot,Texas Hill Country,2001,,,,http://www.texashillsvineyard.com/,"Smooth, rich and full-bodied, this soft wine was aged in American oak, then “bottle aged” to perfection.  Taste plum with a spicy finish provided by the barrel.",750ml
795303031010,Texas Hills Vineyard,Texas Cabernet Sauvignon Newsom Vineyard,Cabernet Sauvignon,Texas Hill Country,,,,,http://www.texashillsvineyard.com/,,750ml
795303032017,Texas Hills Vineyard,Newsom Vineyard Orange Moscato,Dessert Wine,Texas Hill Country,2003,,,,http://www.texashillsvineyard.com/,"The Orange Muscat grape has a natural orange zest essence that presents itself in the wine.  Pleasantly sweet, 4.7% R.S. (residual sweetness), nicely balance, with an alcohol level of 13%, a smooth orange zest presentation with peach and tropical fruit.",500ml
795670005010,Charles B Mitchell,Pinot Noir California,Pinot Noir,California,2002,12.75,,,,A delightful rendtion of the famed Burgundian Red.  Silver Medal winner: San Francisco Chronicle 2004 International Wine Competition,750ml
795670010205,Charles B Mitchell,Charles B Mitchell Italian Red Wine,Red Wine,Sierra Foothills,NV,5.95,,,,,750ml
795670010335,Charles B Mitchell,Fairplay Reserve Petite Sirah,Petite Sirah,Sierra Foothills,2002,22.50,,,,Winery,750ml
795670010342,Charles B Mitchell,El Dorado Reserve Syrah Whittington Vineyards,Syrah,Sierra Foothills,2002,20.25,,,,"A faithful expression of its origin, hermitage in the Northern Rhone.   Deep and intense.  Previous vintages were multiple Gold medal winners",750ml
795670010519,Winery by the Creek (Charles B Mitchell),Winzerhof Vineyards Zinfandel,Zinfandel,Sierra Foothills,2003,18,,,www.winerybythecreek.com,,750ml
795670018089,Charles B Mitchell,Reserve Barbera,Barbera,Sierra Foothills,2005,21.00,,,,,750ml
795670020402,Charles B Mitchell,El Dorado Reserve Malbec,Malbec,Sierra Foothills,2004,30.00,,,,,750ml
795670070605,Charles B Mitchell,Vin de pays d'oc,Pinot Noir,France,NV,5.00,,,,,750ml
795670080932,Charles B Mitchell,Reserve Primitivo Amador County,Zinfandel,Sierra Foothills,2003,18.75,,,,Bold Italian ,750ml
795670120478,Charles B Mitchell,Winery by the Creek Old Vine Zinfandel,Zinfandel,California,2001,15.98,,,,,750ml
795670931753,Charles B Mitchell,Reserve Chardonnay Santa Clara County,Chardonnay,Bay Area/Central Coast,2003,,,,,2004 El Dorado County Fair Silver Medal,750ml
795670940786,Charles B Mitchell,Reserve Zinfandel - Cardanini Vineyards,Zinfandel,Sierra Foothills,2005,28.00,,,,,750ml
795670970769,Charles B Mitchell,Charles B Mitchell Cab Sav,Cabernet Sauvignon,Sierra Foothills,2001,15.00,,,,,750ml
795670994055,Charles B Mitchell,Charles B Mitchell Amador Reserve Zinfandel,Zinfandel,Sierra Foothills,2000,16.00,,,,,750ml
796238020018,Peirano Estate Vineyards,The Other,Chardonnay/S. Blanc/Viognier,Lodi,2005,11,,,,,750ml
796238119958,,Peirano Estat Old Vine Zinfandel,Zinfandel,,,,,,,,750ml
796238419959,,Pierano Estate Chardonnay,Chardonnay,,,,,,,,750ml
796238419966,,Pierano Estate Chardonnay,Chardonnay,,,,,,,,750ml
796283119941,,Peirano Estat Old Vine Zinfandel,Zinfandel,,,,,,,,750ml
796329000202,Linden Vineyards,Glen Manor Red,Cabernet blend,Virginia,2001,30,,90,,,750ml
796329000226,Linden Vineyards,Hardscabble Red,Cabernet blend,Virginia,2000,30,,90,,,750ml
796329000271,Linden Vineyards,,Claret,Virginia,2005,,,,,Excellent Bordeaux-style wine from on top a mountain,
796479011028,Santa Manuela,sharpshooter,Cabernet Sauvignon,California,2001,15,,,,WL,750ml
796479170121,,Chateau Bellevue,Bordeaux,Fronsac,2003,,,,,,
798039590342,Trivento Bodegas & Vinedos,Trivento Reserve,Malbec,Argentina,2005,10.90,,,www.trivento.com,"frutos rojos, y mermelada con matices de cafe y choco 13.5%",750ml
798102710066,Vinedos Los Maitenes,Maestre de Campo,Malbec,Argentina,2002,13,,,www.losmaitenes.com,,750ml
798116540017,Viñas Familia Aristi,Melipal,Malbec,Argentina,2003,12.49,,91 WS,,"Ripe and concentrated, but lovely freshness too, with mint, blackberry, toast and spice notes pumping through from start to finish. Long, mocha-tinged finish.  1,400 cases imported.",750ml
7987091002087,Di Majo Norante,Sangiovese Terra Degli Osci,Sangiovese,Italy,2004,8,,,,"The vivid ruby color leads to the fresh bouquet of violets and woodland berries. On the palate the wine is smooth and refreshing with loads of ripe plum and blackberry. Full-bodied, with moderate tannins and hints of black cherries and cassis.",750ml
798709102049,Di Majo Norante,Ramitello,Red Wine,Italy,1999,$8.00,,,,2000 got good review in WS,750ml
798709102087,Di Majo Norante,Sangiovese,Sangiovese,Italy,2000,7,,WA88,,,750ml
799146530013,Bear Ridge,Bear Ridge,Chardonnay,Central Coast,2001,6,,,,,
799146530020,Bear Ridge,,Cabernet Sauvignon,Central Coast,2000,Gift,,,,,750ml
799758000096,Landskroon,Landskroon,Pinotage,South Africa,1999,,,,,,750ml
799920122007,Chateau Chantal,,Gewurztraminer,Michigan/Old Mission Peninsula,202,,,,,,375ml
8000013003144,Pirovano,,Prosecco,Italy,NV,12.00,,,,,750ml
8000087300200,Angelini,Trerose Vino di Nobile Montepulciano,Sangiovese,Tuscany,1999,,,,,,750ml
8000128010150,Montepulciano d' Abruzzo,Le Rovole,Red,Italy,2010,,,,,"Purchased in Venice, Italy",750ml
8000160612855,Lamberti,Santepietre Bardolino Classico 2003,Corvina,Italy,2003,,,2,, Flint- og jordaromaer samt noe frukt. En anelse spritzig.,750ml
8000160620973,Melini,Melini Chianti,Italian Chianti,Gaggiano Poggibonsi Italy,2007,5.43,,,,"Purchased in Milan, Italy",750ml
8000160632402,Folonari,Folonari Valpolicella,Valpolicella,Italy,2005,,,,,,750ml
8000160632693,Folonari,Delle Venezie,Pinot Grigio,Italy,2006,,,,,,750ml
8000160675737,Conti Serristori,Chianti,Chianti,Tuscany Italy,2007,4.05,,,,"Purchased in Milan, Italy",750ml
8000171010091,Nera Pietro,Valtellina Superiore - Riserva Signorie,Red Wine,Italy - Lombardy - Valtellina,1998,$17.95 (CDN),,,,"Valtellina is the most northerly winegrowing region in Italy. In fact, at one point in its history it almost became a part of Switzerland. Though technically part of the larger Lombardy appellation, it is a region almost unto itself. The three major zones of Lombardy: Valtellina, Oltrepò Pavese and Franciacorta are stylistically quite unique with no connection among them except geography. Valtellina, for example, is known for their interpretation of the Nebbiolo grape that in some hands can rival quality wines from Piedmont's Barolo and Barbaresco. And like these Piedmont wines, Valtellina usually benefits from serious cellar time. Consider cellaring for 3-4 years.  (Source:  Vintages web site, August 2004).",750ml
8000174200024,FontanaFredda,,Red Wine,Barolo,1999,40.00,,,,,
8000174650058,Nera Pietro,Olympic Champagne,,Italy - Lombardy - Valtellina,2006,,,,,,750ml
8000192001108,Bersano & Riccadonna,Nirvasco Barolo,,Piedmont - Gavi,1995,,,,,,750ml
8000192002808,Bersano & Riccadonna,,,Piedmont - Gavi,2000,$9.95  (CDN),,,,"Gavi was elevated to DOCG status in 1998. Made with the Cortese grape — considered indigenous to Piedmont — Gavi is highly prized for its aromatic citrus, pit fruit and mineral tones. Try with vegetarian fare or shellfish.  (Source:  Vintages - February 2002 Release)",750ml
8000254000087,Menfi Sicily,Settesoli,,Sicily,,,,,,,
8000268750213,Illuminati,Riparosso Montepulciano d'Abruzzo DOC,Montepulciano,Italy,2004,"R$ 38,90",,,,"Colour: red ruby with violet, highlights when young. Nose: red fruits, pleasant and persistent. Flavour: it well fills the mouth, on the palate is deep, full, round, harmonious, it lingers with a hint of liquorice at the end. It is a great accompaniment to roasted or braised red meats, game, poultry, semi-matured cheese; ideal with lamb and kid.",750ml
8000530010458,Duchessa Lia,Dolceto D'Alba Duchessa Lia DOC,,Itália,2001,"36,00",,,,Comprado na CDC Importadora,750ml
8000548990018,Francesco Capetta,Barbera d'Asti,Red,Italy,2009,,,,,"Purchased in Venice, Italy",750ml
8000616101032,,Canova Barbera del Monferrato,Barbera,"Piemonte, Italy",2001,,,,,,750ml
8000768750010,Ca' de' Medici,"Reggiano Rosso Dolce ""Cubista""",Lambrusco,Italy,N.V.,8.99,,,,Red Sparkling Wine,750ml
8001004000845,Calatrasi,Distinto,"Catarratto, Chardonnay","Sicily,Italy",2003,,,,,,750ml
8001335998262,Giacobazzi,Arpi,Red Wine,Italy,,,,,,,750ml
8001495001123,Villa Selva,Chianti,Sangiovese,Italy - Tuscany - Morrellino di Scansano,1998,,,,http://www.baroncini.it/macina.htm,,750ml
8001495001130,Baroncini,Cavalvante,Sangiovese,Tuscany,2004,,,,,,
8001495132056,Aia della Macina,Morrellino di Scansano,,Italy - Tuscany - Morrellino di Scansano ,2001,$14.50 (CDN),,,http://www.baroncini.it/macina.htm,"Hugh Johnson's comment on the Morellino Di Sansano DOC:  ""Local Sangiovese of the Maremma, the southern Tuscvan coast.  Cherry-red, should be lively and tasty, youg or mature.""  (Source:  Hugh Johnson's Pocket Wine Book 2003)  ",750ml
8001651000076,Casa Vinicola Poletti,Sangiovese,Red Wine,Italy,,,,,,,750ml
8001660101757,Ruffino,,,Tuscany,2003,,,,,,
8001660109753,Ruffino,Reserva ducale - Chianti Classico,Sangiovese,Chianti,1996,"US$ 17,95",,,,Comprado no Duty Free Aeroporto SP,
8001660197153,Ruffino,Ruffino Lumina Pinot Grigio,White Wine,Italy,,17.84,,C,,,
8001935000556,Marchesi Antinori,Sabazio,Montepulciano,"Chianti Classico, Toscany, Italy",2005,,,,www.antinori.it,"delikatne, polecane zakupu",750ml
8001935001133,Marchesi Antinori,La Braccesca,Montepulciano,"Chianti Classico, Toscany, Italy",2004,,,,www.antinori.it,,750ml
8001935002024,Marchesi Antinori,Vigneto Santa Pia,Montepulciano,"Chianti Classico, Toscany, Italy",2003,,,,www.antinori.it,,
8001935114505,Marchesi Antinori,Marchesi Antinori Chianti Reserva,Red Wine,"Chianti Classico, Toscany, Italy",11998,,,,www.antinori.it,,750ml
8001935221401,Marchesi Antinori,"Villa Antinori, Chianti Classico, DOCG riserva 2000","90% Sangiovese, 10% Canaiolo","Chianti Classico, Toscany, Italy ",2000,,,,www.antinori.it,,750ml
8001935303206,Marchesi Antinori,Cipresseto Rosato,Sangiovese,"Toscany, Italy",2001,,,,www.antinori.it,,750ml
8001935361404,Marchesi Antinori,Santa Cristina,Sangiovese,Tuscany,2004,165,,,www.antinori.it,,750ml
8001935714507,Marchesi Antinori,Guado al Tasso,,"Chianti Classico, Toscany, Italy",2000,,,,www.antinori.it,,750ml
8002001048083,cantina tollo,Valle d'oro,,Italy,2002,,,,,,
8002053030050,,Cantina Di Negrar,Corvina,Italy,2003,12.00,,,,,750ml
8002053032016,Cantina di Negrar,Bardolino Classico,Bardolino,Italy,2006,,,,,,750ml
8002062000013,Masi,Bardolino Classico Superiore  D.O.C.,Corvina,Veneto,2004,$15.36,,,,"uvas Corvina, Rondinells y Molinara  12%vol.",750ml
8002062000037,Masi,Bonacosta Valpolicella,Valpolicella,Italy,2007,17,,,,,750ml
8002062000051,Masi,Costasera,Amarone,Italy,2000,,,,,,750ml
8002062000068,Masi,Campofiorin,,Italy,2001,125,,,,,750ml
8002062000099,Masi,Sabazio,Red Wine,Italy,1999,19.95,,,,,750ml
8002062000150,Masi,Campolongo di Torbe Amarone,Red Wine,Italy,1995,,,,,"13,300 bottles produced in 1995",750ml
8002062001546,Masi,Borolo di campofiorin,Borolo,Italy,2005,22,,90,,,
8002062001591,Masi,Grandarella,Appassimento,Italy,2000,,,,,,750ml
8002062001690,Masi,Serego Aligheri,Valpolicella,Italy,2002,$19,,,,,750ml
8002153008355,Castellani,Villa Puccini,Sangiovese and Merlot,Italy,2000,68 NOK,,,http://www.castelwine.com/schede/poggio_chaintisup.htm,,750ml
8002153222225,Castellani,Poggio al Casone,Nero D' Avola,Italy,2001,,,,http://www.castelwine.com/schede/poggio_chaintisup.htm,,750ml
8002153994702,Castellani,Villa Orsini,Red Wine,Chianti,2003,,,,http://www.buberel.org/winetaster/analytics/bottle_details_ro.php?bottleId=34,,
8002235014700,Zonin,Chianti Classico,Chianti Classico,Chianti,1996,,,,,,750ml
8002235596657,Castello d'Albola,Chianti Classico,Sangiovese,Italy,1998,20.55,,,,,750ml
8002305009506,Rocca delle Macie,,Chianti,Chianti,2001,23.45,,,,,750ml
8002305019451,Rocca delle Macie,,,Chianti,2005,27.95,,,,,1.5l
8002312018010,Poliziano,Vino Nobile di Montepulicano DOCG (Monteulciano),Montepulciano,Tuscany,2005,$30,,,,,750ml
8002312972008,Poliziano,Asinone,Montepulciano,Southeast Tuscany,2005,$40,,,,,750ml
8002366009262,Frescobaldi,Castelgiocondo BdM,Sangiovese,Brunello di Montalcino,1997,50,,96WS/91IWC,,,750ml
8002366009293,Frescobaldi,Brunello di Montalcino Riserva,Sangiovese,Brunello di Montalcino,1997,100,,,,,750ml
8002579508514,CASTIGLIONE FALLETTO,BAROLO,,Bulgaria,1998,,,,,,1.5l
800263000133,Dr. Loosen,Villa Wolf Pinot Gris ,Pinot Gris,Pfalz Germany,2003,,,,http://www.guyduvin.com/inc/sdetail/534,,750ml
800263000232,Dr. Loosen,Erdener Treppchen,Riesling,Germany,2003,,,,,,375ml
8002689017500,Cavalchina,Bianco di Custoza,"Trebbiano Toscano, Garganega and Tocai Friulano",Italy - Verona - Custoza,2002,$14.50 (CDN),,,,"Bianco di Custoza is a relatively unknown Venetian DOC that specializes in white and sparkling wines. The principal grapes here are Trebbiano Toscano, Garganega and Tocai Friulano. Robert Parker Jr. said Cavalchina's 1999 [is a] light-bodied, refreshing, crisp, lemony custard-scented and flavoured effort. He said the 2000 possesses loads of personality, wonderful freshness, medium body and abundant quantities of citrusy/honeysuckle-like fruit. Expect more of the same in this 2002.   Food match: aperitif, light-flavoured fish such as swordfish.  (Source:  Vintages, June 2003).",750ml
8002793956467,Piccini,Patriale,Sangiovese,Toscana IGT,1999,29.99,,,,,750ml
8002793958379,Piccini,,,Toscana IGT,,,,,,,
8002793959697,Piccini,,,Toscana IGT,,,,,,,
8002820000828,Batasiolo,Barbera D'Alba D.O.C.,Barbera,Barolo,2005,$16.30,,,,13.5%vol.,750ml
8002820001054,Batasiolo,,,Barolo,2005,,,,,,750ml
8002820002648,Batasiolo,Beni Di Batasiolo,Bordeaux,Barolo,1999,,,,,,750ml
8002915000900,Toso SpA,Moscato,White Wine,Italy,2000,,,,www.toso.it,,750ml
8003545994973,Casa Girelli,"Lamura Grilla Di Sicilia, IGT",,Italy,,11.68,,C,,,
8003545995482,Casa Girelli,"Lamura Nero D'Avola, IGT",,Italy,,11.68,,C,,,
8003678800028,Santa Barbara,Rosso Piceno,Sangiovese,Italy,2004,,,,,,1.5l
8003707095341,Cantina del Taburno,Campania,*Falanghina,Italy,2006,15.00,,90*,,,750ml
8003707095395,Cantina del Taburno,Campania,*Falanghina,Italy,2007,13.00,,90*,,,750ml
8003765555558,Nobil Casa Contini Bonacossi,Villa di Capezzana,,Italy - Tuscany - Carmignano,2000,$33.95 (CDN),,91 (WS),,"This excellent wine is a relatively good value for the quality. Intense aromas of berry, spice and pepper follow through to a full-bodied palate, with silky tannins and a rich finish. Best after 2004. 5,800 cases made. (Wine Spectator, October 15, 2003).  Comments on 1998 vintage:  Tasting note: Solid ruby-garnet. Full, intense aromas of sweet plum and cassis, with a light oak spiciness. Voluminous and long in flavor, with the tannins adding vigor and texture. Substantial finish features good grip. With the 1998 vintage, only one Carmignano will be made; the Riserva has been abolished. Score – 90. (Daniel Thomases, International Wine Cellar, July/Aug. 2000)  Food match: grilled calf's liver.  (Vintages, August 7, 2004).",750ml
8003805003094,F.lli Corsi C.F.F,Chianti,,Italy,1999,,,,,,750ml
8003895043000,Patrizi,Moscato d'Asti,Sparkling Wine,Italy - Piedmont - Moscato d'Asti,2002,$12.50 (CDN),,,,,750ml
8003930111114,Valdadige Santa Margherita,Santa Margherita Pinot Grigio 2004,Pinot Gris,Italy,2004,6.00,,,www.santamargherita.com,,750ml
8004012000029,Caparzo,Brunello di Montalcino,Sangiovese,Brunello di Montalcino,1997,46,,90,,,750ml
8004129075019,Spinelli,Quartana,Montepulciano,Italy,2001,,,,,,750ml
8004129075101,Spinelli ,'Terra D'Aligi',Montepulciano,Italy - Central Italy - Montepulciano D'Abruzzo,2000,$11.90 (CDN),,,,"Spinelli 'Terra d'Aligi' Montepulciano d'Abruzzo is made entirely from the Montepulciano grape. Centuries ago, wool traders from Tuscany are believed to have brought Sangiovese vines to Abruzzi. According to this legend, Montepulciano is really Sangiovese that has adapted to the local climate and growing conditions of the region of Abruzzi. 'Terra d'Aligi' is one of our most successful Montepulciano d'Abruzzos we have ever released. With its long, elegant bottle and, of course, superior contents within, it has always been a crowd-pleaser.  Food match: hamburgers, roasted vegetables, pasta with meat sauce, grilled steak.  (Source:  Vintages, May 2003).  ",750ml
8004129100902,Spinelli ,Quartana Chardonnay Terre di Chieti,Chardonnay,Italy,2001,$8.95 (CDN),,,,,1.0l
